Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
297,Anthony Rizzo*,34,NYY,AL,0.1,91,372,335,38,76,12,0,8,35,0,0,27,65,.227,.298,.334,.633,80,.295,86,112,7,8,0,2,0,3/H,,rizzoan01
298,Brayan Rocchio#,23,CLE,AL,2.0,142,438,379,50,79,18,0,8,36,10,6,44,87,.208,.300,.319,.620,77,.283,80,121,11,8,2,5,1,*6/H,,rocchbr01
299,Josh Rojas*,30,SEA,AL,2.3,140,468,414,48,94,19,2,8,29,10,4,46,106,.227,.308,.341,.648,93,.292,94,141,6,3,1,2,1,*5H4/713D,,rojasjo01
300,Tyler Soderstrom*,22,OAK,AL,0.4,59,204,180,16,42,10,0,8,25,0,0,20,50,.233,.319,.422,.741,114,.330,118,76,7,3,0,1,1,3/H2,,soderty01
301,Jose Trevino,31,NYY,AL,0.4,72,231,207,25,45,5,0,8,28,1,0,19,40,.217,.287,.357,.644,82,.288,81,74,12,2,1,2,0,2/H1,,trevijo01
302,Jared Triolo,26,PIT,NL,1.3,123,438,387,40,84,10,1,8,43,8,1,42,113,.217,.299,.310,.609,71,.287,75,120,5,5,0,4,0,54/63H9,,triolja01
303,Nelson Velázquez,25,KCR,AL,-0.5,64,230,205,31,41,8,1,8,27,2,0,19,61,.200,.274,.366,.640,78,.285,76,75,6,3,0,3,0,D97/H,,velazne01
304,LaMonte Wade Jr.*,30,SFG,NL,2.1,115,395,325,45,85,16,0,8,33,2,1,62,89,.262,.383,.385,.768,123,.340,124,125,2,4,1,3,5,3H9/D7,,wadela01
305,Patrick Wisdom,32,CHC,NL,-0.4,74,171,155,16,27,7,2,8,23,5,0,10,59,.174,.241,.400,.641,77,.281,70,62,1,4,1,1,0,H35D/9471,,wisdopa01
306,James Wood*,21,WSN,NL,1.2,77,327,286,41,76,13,3,8,39,14,8,39,91,.266,.358,.416,.774,120,.341,123,119,1,2,0,0,1,7,,woodja03
307,Kevin Pillar,35,2TM,AL,0.6,98,305,276,38,65,16,1,8,45,12,3,16,66,.236,.296,.388,.684,93,.305,90,107,10,9,1,3,0,8H79D,,pillake01
308,Kevin Pillar,35,CHW,AL,0.0,17,32,25,1,4,2,0,1,4,2,0,4,8,.160,.290,.360,.650,86,.303,83,9,0,1,1,1,0,/H89D,,pillake01
309,Kevin Pillar,35,LAA,AL,0.6,81,273,251,37,61,14,1,7,41,10,3,12,58,.243,.297,.390,.687,93,.305,91,98,10,8,0,2,0,8H79/D,,pillake01
310,Isiah Kiner-Falefa,29,2TM,2LG,3.8,132,491,460,53,125,18,4,8,43,11,2,16,75,.272,.309,.380,.690,94,.311,95,175,12,10,3,2,0,456/H18,,kineris01
311,Isiah Kiner-Falefa,29,TOR,AL,3.2,83,281,257,32,75,8,2,7,33,3,1,13,37,.292,.338,.420,.758,116,.338,119,108,9,6,3,2,0,456/H18,,kineris01
312,Isiah Kiner-Falefa,29,PIT,NL,0.6,49,210,203,21,50,10,2,1,10,8,1,3,38,.246,.271,.330,.601,67,.276,64,67,3,4,0,0,0,64/5H,,kineris01
313,Gio Urshela,32,2TM,2LG,0.5,124,446,418,33,104,19,1,8,50,0,0,22,68,.249,.285,.356,.641,81,.287,80,149,13,1,0,5,1,53/HD,,urshegi01
314,Gio Urshela,32,DET,AL,-0.3,92,325,300,25,73,10,1,5,37,0,0,19,49,.243,.286,.333,.619,76,.284,79,100,12,1,0,5,1,53/HD,,urshegi01
315,Gio Urshela,32,ATL,NL,0.8,32,121,118,8,31,9,0,3,13,0,0,3,19,.263,.281,.415,.696,91,.297,84,49,1,0,0,0,0,5,,urshegi01
316,Addison Barger*,24,TOR,AL,0.4,67,221,204,20,41,11,0,7,28,2,0,14,60,.201,.255,.358,.612,73,.277,73,73,1,1,0,1,0,597H/D,,bargead01
317,Mark Canha,35,2TM,2LG,0.6,124,461,392,45,94,19,0,7,42,7,0,51,96,.240,.343,.342,.685,97,.319,102,134,10,13,0,5,2,3D7H9/5,,canhama01
318,Mark Canha,35,DET,AL,0.6,93,377,320,42,74,17,0,7,38,4,0,42,79,.231,.337,.350,.687,97,.319,103,112,9,11,0,4,2,3D79/H,,canhama01
319,Mark Canha,35,SFG,NL,0.0,31,84,72,3,20,2,0,0,4,3,0,9,17,.278,.369,.306,.675,99,.315,100,22,1,2,0,1,0,3H/97D5,,canhama01
320,Jake Cave*,31,COL,NL,-0.6,121,339,316,42,80,15,5,7,37,5,2,18,94,.253,.293,.399,.692,85,.299,79,126,6,1,1,3,1,*97H/8D,,caveja01
321,Tyler Freeman,25,CLE,AL,0.9,118,383,330,48,69,14,1,7,32,11,6,28,53,.209,.305,.321,.626,79,.288,83,106,15,19,3,3,1,8H6/54D,,freemty01
322,Maikel Garcia,24,KCR,AL,1.3,155,619,570,84,133,27,5,7,58,37,2,40,101,.233,.281,.335,.616,73,.287,70,191,6,0,4,5,0,*54H/69,,garcima01
323,Nico Hoerner,27,CHC,NL,3.6,149,632,573,86,158,35,1,7,48,30,5,44,65,.276,.339,.377,.716,102,.329,105,216,8,12,0,3,1,*46/H,,hoernni01
324,Josh Jung,26,TEX,AL,0.6,46,188,178,19,47,5,1,7,16,4,0,8,48,.264,.298,.421,.719,104,.319,103,75,1,1,0,1,0,5/D,,jungjo01
325,Starling Marte,35,NYM,NL,0.6,90,358,326,44,87,12,3,7,40,16,1,25,79,.267,.323,.387,.710,102,.327,105,126,8,3,2,2,0,9/DH,,martest01
326,James McCann,34,BAL,AL,0.7,64,229,210,26,49,9,0,7,28,1,0,13,54,.233,.279,.376,.656,91,.290,90,79,3,2,0,4,0,2/1,,mccanja02
327,Tyler Nevin,27,OAK,AL,-0.2,85,271,238,22,48,9,0,7,18,1,0,25,62,.202,.288,.328,.616,79,.278,80,78,5,5,0,3,0,359H7/D,,nevinty01
328,Pedro Pagés,25,STL,NL,0.7,66,209,195,18,46,2,2,7,27,2,0,11,54,.236,.274,.374,.648,79,.282,73,73,7,0,1,2,0,2/H3,,pagespe02
329,Ben Rice*,25,NYY,AL,-0.2,49,175,149,20,26,6,0,7,23,0,1,20,46,.174,.269,.356,.624,76,.280,78,53,2,1,0,5,0,3/H2,,ricebe01
330,Max Schuemann,27,OAK,AL,0.5,131,453,392,53,85,13,0,7,34,14,1,46,117,.217,.306,.304,.609,79,.288,83,119,8,6,5,4,0,65/4H789,,schuema01
331,Nick Senzel,29,2TM,2LG,-1.5,74,267,236,25,46,11,0,7,18,1,3,28,61,.195,.283,.331,.614,75,.271,74,78,6,1,1,0,1,5D/H9,,senzeni01
332,Nick Senzel,29,WSN,NL,-0.8,64,235,206,25,43,10,0,7,18,1,3,27,53,.209,.303,.359,.663,88,.291,89,74,6,1,0,0,1,5D/H,,senzeni01
333,Nick Senzel,29,CHW,AL,-0.7,10,32,30,0,3,1,0,0,0,0,0,1,8,.100,.129,.133,.262,-24,.120,-41,4,0,0,1,0,0,/5D9H,,senzeni01
334,Donovan Solano,36,SDP,NL,0.7,94,303,277,30,77,13,0,7,33,2,1,22,64,.278,.337,.401,.737,106,.330,109,111,6,3,0,1,0,5DH3/4,,solando01
335,Edmundo Sosa,28,PHI,NL,2.4,88,269,245,37,63,12,4,7,31,7,1,13,65,.257,.311,.424,.735,104,.330,107,104,4,7,1,2,0,654H,,sosaed01
336,Lenyn Sosa,24,CHW,AL,-0.7,98,360,343,25,85,13,0,7,32,3,1,11,77,.248,.277,.347,.623,78,.274,73,119,5,3,2,1,1,54/H3D,,sosale01
337,Mike Tauchman*,33,CHC,NL,0.5,107,348,297,50,74,12,1,7,28,6,2,46,70,.249,.356,.367,.723,105,.325,107,109,7,4,0,1,0,9HD78,,tauchmi01
338,Tyrone Taylor,30,NYM,NL,1.8,126,333,307,46,76,21,3,7,35,10,2,19,77,.248,.301,.404,.705,100,.319,104,124,4,5,1,1,1,*98H7/D,,tayloty01
339,Brice Turang*,24,MIL,NL,4.8,154,615,555,72,141,24,4,7,57,50,6,50,104,.254,.316,.350,.666,85,.314,85,194,8,2,5,3,1,*4H/D,,turanbr02
340,Christian Vázquez,33,MIN,AL,-0.2,92,311,290,29,65,10,0,7,27,3,1,11,63,.224,.252,.331,.583,63,.266,62,96,11,1,5,4,0,2/5DH3,,vazquch01
341,Derek Hill,28,3TM,2LG,-0.1,53,172,162,19,39,4,2,7,25,6,2,5,56,.241,.271,.420,.690,88,.316,95,68,2,2,2,1,0,87H/9D,,hillde01
342,Derek Hill,28,2TM,NL,-0.1,37,127,119,14,28,4,2,4,20,4,1,3,42,.235,.264,.403,.667,79,.299,79,48,1,2,2,1,0,87/HD,,hillde01
343,Derek Hill,28,TEX,AL,0.0,16,45,43,5,11,0,0,3,5,2,1,2,14,.256,.289,.465,.754,112,.365,140,20,1,0,0,0,0,/9H87D,,hillde01
344,Derek Hill,28,SFG,NL,-0.1,5,13,12,3,3,0,1,0,2,0,0,1,3,.250,.308,.417,.724,107,.304,98,5,0,0,0,0,0,/78DH,,hillde01
345,Derek Hill,28,MIA,NL,0.0,32,114,107,11,25,4,1,4,18,4,1,2,39,.234,.259,.402,.661,76,.298,76,43,1,2,2,1,0,87/HD,,hillde01
346,Jonathan Aranda*,26,TBR,AL,0.6,42,134,121,21,29,7,0,6,13,0,0,11,30,.240,.306,.446,.752,113,.330,114,54,2,1,0,1,0,3DH/45,,arandjo01
347,Javier Báez,31,DET,AL,-1.1,80,289,272,25,50,12,0,6,37,8,1,12,69,.184,.221,.294,.516,46,.236,41,80,10,2,0,3,1,6/H,,baezja01
348,Jonny DeLuca,25,TBR,AL,0.6,106,358,328,29,71,12,4,6,31,16,6,24,77,.216,.278,.332,.610,75,.280,77,109,1,4,2,0,1,98H7/D,,delucjo01
349,Tommy Edman#,29,LAD,NL,1.0,35,143,132,19,33,5,1,6,20,6,0,9,28,.250,.294,.439,.733,106,.329,106,58,2,0,0,2,0,86/H4,,edmanto01
350,Freddy Fermin,29,KCR,AL,2.6,109,362,333,39,90,14,0,6,36,2,0,23,64,.270,.319,.366,.685,93,.308,93,122,10,2,1,3,1,2D/H,,fermifr01
351,Romy González,27,BOS,AL,1.1,88,212,195,25,53,10,1,6,29,11,3,12,57,.272,.311,.426,.737,103,.332,105,83,5,1,0,4,0,H4635/97D8,,gonzaro01
352,Nick Gonzales,25,PIT,NL,0.9,92,378,351,40,96,19,3,6,48,5,3,18,74,.274,.313,.396,.709,96,.314,97,139,7,4,1,4,1,4/6H5,,gonzani01
353,Otto López,25,MIA,NL,2.5,116,430,399,49,107,22,1,6,38,20,3,25,74,.268,.311,.373,.685,86,.319,89,149,13,1,2,2,0,4/6H578,,lopezot01
354,Blake Perkins#,27,MIL,NL,1.8,119,431,381,54,92,13,2,6,43,23,5,41,107,.241,.316,.333,.649,81,.301,81,127,3,3,0,6,1,*8H/D,,perkibl01
355,Luis Rengifo#,27,LAA,AL,1.9,78,304,283,41,85,13,1,6,30,24,7,16,44,.300,.347,.417,.763,116,.343,116,118,6,4,1,0,0,54/H69D,,rengilu01
356,Miguel Rojas,35,LAD,NL,3.3,103,337,307,41,87,21,0,6,36,8,2,23,34,.283,.337,.410,.748,113,.329,112,126,8,3,2,2,0,64H5/13,,rojasmi02
357,Casey Schmitt,25,SFG,NL,0.1,38,108,102,10,24,2,1,6,15,0,0,4,24,.235,.269,.451,.719,103,.305,98,46,2,1,0,1,0,46/5HD,,schmica01
358,Dominic Smith*,29,2TM,2LG,-0.1,93,307,275,33,64,22,0,6,34,1,1,28,76,.233,.313,.378,.691,91,.308,91,104,7,4,0,0,0,3H/D1,,smithdo02
359,Dominic Smith*,29,BOS,AL,0.0,84,278,249,29,59,20,0,6,34,1,1,25,65,.237,.317,.390,.706,95,.314,96,97,7,4,0,0,0,3H/D1,,smithdo02
360,Dominic Smith*,29,CIN,NL,-0.1,9,29,26,4,5,2,0,0,0,0,0,3,11,.192,.276,.269,.545,51,.250,46,7,0,0,0,0,0,/3DH,,smithdo02
361,Abraham Toro#,27,OAK,AL,0.6,94,364,337,34,81,17,1,6,26,4,2,20,62,.240,.293,.350,.643,87,.285,85,118,4,5,2,0,1,54DH/37,,toroab01
362,Enmanuel Valdéz*,25,BOS,AL,-0.6,75,220,198,23,43,12,0,6,28,1,1,17,52,.217,.274,.369,.643,77,.281,72,73,4,0,1,4,0,4H/D57,,valdeen01
363,Juan Yepez,26,WSN,NL,0.6,60,240,217,32,63,15,0,6,25,2,1,18,37,.290,.343,.442,.785,122,.346,125,96,9,1,1,3,0,3D/H,,yepezju01
364,Elias Díaz,33,2TM,NL,1.3,95,348,322,27,85,19,0,6,38,0,0,20,69,.264,.313,.379,.692,87,.308,86,122,14,4,0,2,2,2D/H,,diazel01
365,Elias Díaz,33,COL,NL,1.2,84,327,304,26,82,18,0,5,36,0,0,17,64,.270,.315,.378,.693,87,.306,84,115,13,4,0,2,2,2D/H,,diazel01
366,Elias Díaz,33,SDP,NL,0.1,11,21,18,1,3,1,0,1,2,0,0,3,5,.167,.286,.389,.675,87,.339,115,7,1,0,0,0,0,2,,diazel01
367,Eloy Jiménez,27,2TM,AL,-0.7,98,349,324,25,77,14,0,6,23,3,0,22,70,.238,.289,.336,.626,81,.282,80,109,13,2,0,1,1,DH/9,,jimenel02
368,Eloy Jiménez,27,CHW,AL,-0.5,65,249,229,18,55,9,0,5,16,3,0,18,47,.240,.297,.345,.642,84,.284,79,79,11,1,0,1,1,D/H9,,jimenel02
369,Eloy Jiménez,27,BAL,AL,-0.2,33,100,95,7,22,5,0,1,7,0,0,4,23,.232,.270,.316,.586,72,.276,81,30,2,1,0,0,0,D/H,,jimenel02
370,Willie Calhoun*,29,LAA,AL,-0.2,68,254,229,26,56,16,0,5,20,0,1,23,31,.245,.315,.380,.695,97,.301,92,87,5,1,0,1,1,D/H37,,calhowi01
371,Daz Cameron,27,OAK,AL,-0.4,64,184,168,22,34,5,1,5,15,5,0,13,51,.202,.261,.333,.594,72,.271,71,56,3,1,0,2,0,798H/D,,camerda01
372,Junior Caminero,20,TBR,AL,0.6,41,168,156,13,38,9,1,5,15,2,0,11,37,.244,.298,.410,.708,101,.309,97,64,2,1,0,0,2,5/D3H,,caminju01
373,Evan Carter*,21,TEX,AL,0.7,45,162,144,23,27,6,2,5,15,2,0,15,43,.188,.272,.361,.633,80,.284,79,52,1,2,0,1,0,7/9HD8,,carteev01
374,Kody Clemens*,28,PHI,NL,0.4,41,116,112,16,24,9,1,5,18,0,0,4,28,.214,.241,.446,.688,88,.290,81,50,2,0,0,0,0,H35/471D,,clemeko01
375,Jerar Encarnación,26,SFG,NL,0.1,33,111,105,13,27,5,0,5,19,1,0,5,33,.257,.288,.448,.736,108,.315,104,47,0,0,0,1,0,D9/7H3,,encarje01
376,Kyle Farmer,33,MIN,AL,0.0,105,234,207,26,46,13,1,5,25,3,5,19,46,.222,.303,.367,.671,88,.291,87,76,6,6,0,2,1,45H6/13D,,farmeky01
377,Jake Fraley*,29,CIN,NL,0.1,114,375,343,44,94,19,2,5,26,20,5,26,70,.274,.328,.385,.713,95,.318,91,132,6,3,0,3,0,9H/D78,,fraleja01
378,Eric Haase,31,MIL,NL,0.5,29,66,63,10,18,1,0,5,14,0,0,3,26,.286,.318,.540,.858,132,.375,139,34,0,0,0,0,0,2/HD,,haaseer01
379,Iván Herrera,24,STL,NL,1.7,72,259,229,37,69,12,1,5,27,5,0,25,53,.301,.372,.428,.800,124,.362,129,98,3,2,0,2,0,2D/H,,herreiv01
380,Rece Hinds,23,CIN,NL,0.7,24,51,46,9,12,4,1,5,11,2,0,4,16,.261,.333,.717,1.051,177,.435,173,33,0,1,0,0,0,9/H78D,,hindsre01
381,Jackson Holliday*,20,BAL,AL,-0.2,58,200,185,27,32,3,2,5,23,4,0,12,69,.173,.230,.292,.522,52,.246,56,54,1,2,0,1,0,4/H6D,,hollija01
382,Andy Ibáñez,31,DET,AL,1.4,97,242,222,30,54,9,1,5,32,2,3,15,63,.243,.298,.360,.658,87,.292,88,80,2,3,0,2,0,H453/7D6,,ibanean01
383,Alex Kirilloff*,26,MIN,AL,-0.6,57,178,159,20,32,8,3,5,20,0,0,15,47,.201,.270,.384,.653,81,.287,79,61,5,1,0,3,0,7D3/H9,,kirilal01
384,Alejandro Kirk,25,TOR,AL,2.3,102,382,337,23,86,19,1,5,54,0,0,34,51,.255,.319,.362,.681,95,.304,95,122,11,2,0,9,1,2/HD,,kirkal01
385,Kyle Manzardo*,23,CLE,AL,0.1,52,152,141,11,34,12,0,5,15,0,0,9,39,.241,.289,.433,.722,102,.315,102,61,3,1,0,1,0,DH/3,,manzaky01
386,Nick Martini*,34,CIN,NL,-0.4,52,163,146,23,31,4,2,5,24,1,3,9,38,.212,.272,.370,.641,74,.293,83,54,1,4,0,3,0,D9/7H,,martini02
387,Jorge Mateo,29,BAL,AL,1.0,68,208,192,30,44,14,2,5,18,13,2,10,48,.229,.267,.401,.668,93,.294,87,77,3,1,2,3,0,4/6H8D,,mateojo01
388,Luis Matos,22,SFG,NL,-0.1,44,154,148,14,32,5,0,5,25,0,0,5,24,.216,.240,.351,.592,68,.273,75,52,5,0,0,1,1,98/H7D,,matoslu02
389,Kyle McCann*,26,OAK,AL,0.2,53,153,137,13,33,4,0,5,15,0,0,15,58,.241,.320,.380,.700,103,.308,102,52,2,1,0,0,1,2/HD,,mccanky01
390,Chas McCormick,29,HOU,AL,-0.6,94,267,242,32,51,6,1,5,27,8,2,17,72,.211,.271,.306,.576,66,.273,71,74,3,4,1,3,0,798/H,,mccorch01
391,Grant McCray*,23,SFG,NL,0.2,35,123,117,13,23,3,2,5,10,5,0,6,51,.197,.236,.385,.620,75,.288,79,45,3,0,0,0,0,8,,mccragr01
392,Gabriel Moreno,24,ARI,NL,2.6,95,344,300,38,80,17,1,5,44,3,1,39,50,.267,.352,.380,.732,105,.326,104,114,10,2,0,3,1,2H/5,,morenga01
393,Edward Olivares,28,PIT,NL,-0.7,55,196,174,22,39,4,0,5,23,1,0,16,37,.224,.291,.333,.624,74,.285,74,58,3,2,0,4,0,9/DH7,,olivaed02
394,Richie Palacios*,27,TBR,AL,1.9,91,311,260,46,59,8,1,5,21,19,1,45,67,.227,.348,.323,.671,95,.321,98,84,4,4,0,1,2,497H/D56,,palacri01
395,Daniel Schneemann*,27,CLE,AL,0.7,73,221,193,17,42,10,2,5,22,3,2,25,70,.218,.303,.368,.671,90,.297,89,71,1,0,0,3,0,6589H/47D,,schneda04
396,DJ Stewart*,30,NYM,NL,-0.8,74,194,158,16,28,4,0,5,19,1,0,31,48,.177,.325,.297,.622,80,.296,89,47,5,4,0,1,0,9HD7/3,,stewadj01
397,Michael A. Taylor,33,PIT,NL,0.9,113,300,269,35,52,9,1,5,21,12,1,23,105,.193,.253,.290,.543,51,.255,47,78,3,0,4,4,0,8H/7D,,taylomi02
398,Jordan Walker,22,STL,NL,-0.7,49,169,155,15,31,10,1,5,19,1,0,10,46,.200,.254,.374,.629,73,.271,65,58,4,2,0,2,0,9/HD,,walkejo02
399,Christian Bethancourt,32,2TM,NL,0.6,61,143,135,18,29,7,0,5,22,3,0,5,35,.215,.248,.378,.626,70,.286,69,51,2,1,2,0,0,2/DH,,bethach01
400,Christian Bethancourt,32,MIA,NL,-0.5,38,88,82,9,13,3,0,2,7,0,0,3,22,.159,.198,.268,.466,25,.205,10,22,1,1,2,0,0,2/DH,,bethach01
401,Christian Bethancourt,32,CHC,NL,1.1,23,55,53,9,16,4,0,3,15,3,0,2,13,.302,.327,.547,.874,141,.412,161,29,1,0,0,0,0,2,,bethach01
402,Kevin Kiermaier*,34,2TM,2LG,1.0,115,279,257,31,50,9,3,5,25,6,2,12,86,.195,.235,.311,.547,55,.251,55,80,4,2,7,1,0,*8H/9D,,kiermke01
403,Kevin Kiermaier*,34,TOR,AL,0.9,82,217,200,24,39,7,2,4,18,5,0,10,66,.195,.236,.310,.546,55,.250,51,62,3,1,5,1,0,8/H9D,,kiermke01
404,Kevin Kiermaier*,34,LAD,NL,0.1,33,62,57,7,11,2,1,1,7,1,2,2,20,.193,.233,.316,.549,55,.256,69,18,1,1,2,0,0,8/H,,kiermke01
405,Cavan Biggio*,29,3TM,2LG,0.1,78,224,188,27,37,5,0,5,19,2,0,24,72,.197,.314,.303,.617,78,.286,80,57,1,8,2,0,0,453H9/D,,biggica01
406,Cavan Biggio*,29,2TM,NL,-0.4,34,93,78,12,15,1,0,3,10,0,0,10,30,.192,.300,.321,.621,78,.281,78,25,0,2,2,0,0,53/H49,,biggica01
407,Cavan Biggio*,29,TOR,AL,0.5,44,131,110,15,22,4,0,2,9,2,0,14,42,.200,.323,.291,.614,78,.290,82,32,1,6,0,0,0,49/H35D,,biggica01
408,Cavan Biggio*,29,LAD,NL,-0.2,30,88,73,11,14,1,0,3,10,0,0,10,28,.192,.306,.329,.635,82,.287,83,24,0,2,2,0,0,53/9H4,,biggica01
409,Cavan Biggio*,29,ATL,NL,-0.2,4,5,5,1,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,12,.179,-2,1,0,0,0,0,0,/4H,,biggica01
410,Austin Hays,28,2TM,2LG,0.0,85,255,235,26,60,18,0,5,20,2,2,9,59,.255,.303,.396,.699,101,.306,101,93,2,8,1,2,1,7H/9D,,haysau01
411,Austin Hays,28,BAL,AL,0.2,63,175,157,18,40,13,0,3,14,0,1,9,40,.255,.316,.395,.711,108,.315,112,62,1,6,1,2,1,7H/9D,,haysau01
412,Austin Hays,28,PHI,NL,-0.2,22,80,78,8,20,5,0,2,6,2,1,0,19,.256,.275,.397,.672,86,.286,79,31,1,2,0,0,0,7/H,,haysau01
413,Miguel Vargas,24,2TM,2LG,-0.7,70,228,199,21,31,7,0,5,16,3,1,24,56,.156,.250,.266,.516,49,.247,54,53,4,2,0,3,0,57/HD3,,vargami01
414,Miguel Vargas,24,LAD,NL,0.3,30,80,71,11,17,4,0,3,9,1,0,8,16,.239,.313,.423,.735,108,.319,104,30,1,0,0,1,0,7/H3,,vargami01
415,Miguel Vargas,24,CHW,AL,-0.9,40,148,128,10,14,3,0,2,7,2,1,16,40,.109,.216,.180,.396,16,.208,27,23,3,2,0,2,0,5/D7H,,vargami01
416,Ronald Acuña Jr.,26,ATL,NL,0.0,49,222,192,38,48,8,1,4,15,16,3,27,53,.250,.351,.365,.716,101,.343,110,70,4,3,0,0,0,9,,acunaro01
417,Miguel Andujar,29,OAK,AL,0.4,75,319,302,31,86,14,1,4,30,3,2,13,42,.285,.320,.377,.697,103,.308,103,114,10,3,0,1,0,7/D3H,,andujmi01
418,Luis Arráez*,27,2TM,NL,0.9,149,669,634,82,199,31,3,4,46,9,3,24,28,.314,.346,.391,.737,105,.326,104,248,18,8,2,1,3,3D4/H,AS,arraelu01
419,Luis Arráez*,27,MIA,NL,0.1,33,148,137,22,41,8,1,0,5,0,0,8,11,.299,.347,.372,.719,96,.326,99,51,5,2,1,0,0,4/3,,arraelu01
420,Luis Arráez*,27,SDP,NL,0.8,116,521,497,60,158,23,2,4,41,9,3,16,17,.318,.346,.396,.743,108,.326,105,197,13,6,1,1,3,3D/4H,,arraelu01
421,Brett Baty*,24,NYM,NL,0.3,50,171,153,15,35,3,0,4,16,0,0,16,42,.229,.306,.327,.633,82,.287,83,50,3,1,1,0,1,5/H,,batybr01
422,Bo Bichette,26,TOR,AL,-0.3,81,336,311,29,70,16,1,4,31,5,1,20,64,.225,.277,.322,.598,71,.269,68,100,12,3,0,2,1,6,,bichebo01
423,Dairon Blanco,31,KCR,AL,0.3,87,130,118,37,31,4,0,4,13,31,7,8,32,.263,.313,.398,.711,99,.332,89,47,1,1,1,1,0,H798D,,blancda02
424,Matt Carpenter*,38,STL,NL,0.0,57,155,135,15,31,7,0,4,15,0,2,15,50,.230,.312,.370,.682,90,.299,91,50,0,2,0,2,0,DH/345,,carpema01
425,Andrés Chaparro,25,WSN,NL,-0.1,33,132,121,12,26,12,0,4,15,1,1,7,24,.215,.280,.413,.694,94,.305,97,50,3,4,0,0,0,D3,,chapaan01
426,J.D. Davis,31,2TM,AL,-0.4,46,157,142,13,31,5,0,4,6,0,0,12,39,.218,.293,.338,.631,83,.278,79,48,5,3,0,0,0,35/DH,,davisjd01
427,J.D. Davis,31,OAK,AL,-0.1,39,135,123,12,29,4,0,4,5,0,0,9,30,.236,.304,.366,.670,94,.292,90,45,3,3,0,0,0,35/DH,,davisjd01
428,J.D. Davis,31,NYY,AL,-0.2,7,22,19,1,2,1,0,0,1,0,0,3,9,.105,.227,.158,.385,13,.191,11,3,2,0,0,0,0,/3DH,,davisjd01
429,Adrian Del Castillo*,24,ARI,NL,0.5,25,87,80,12,25,5,0,4,19,1,1,7,28,.313,.368,.525,.893,145,.379,145,42,1,0,0,0,0,2/H,,delcaad01
430,Brandon Drury,31,LAA,AL,-1.8,95,351,316,27,54,7,0,4,15,1,0,27,78,.171,.245,.231,.476,37,.232,40,73,13,5,0,3,0,453D/H,,drurybr01
431,Mauricio Dubón,29,HOU,AL,1.0,136,424,398,45,106,23,0,4,47,3,2,16,55,.266,.295,.354,.649,86,.286,83,141,6,2,3,5,0,7843H95/6,,dubonma01
432,Wilmer Flores,32,SFG,NL,-0.5,71,242,214,19,44,12,0,4,26,0,0,20,33,.206,.277,.318,.595,72,.274,76,68,5,3,0,5,1,3H/D5,,florewi01
433,Nick Fortes,27,MIA,NL,0.0,109,331,304,28,69,16,0,4,29,0,1,11,41,.227,.259,.319,.578,57,.249,44,97,6,4,7,5,0,*2/H,,forteni01
434,Adam Frazier*,32,KCR,AL,0.3,103,290,258,35,53,10,1,4,22,3,0,22,57,.205,.286,.298,.584,65,.273,66,77,0,7,3,0,0,4H9D7/5,,fraziad01
435,Ke'Bryan Hayes,27,PIT,NL,0.8,96,396,365,38,85,9,0,4,25,11,2,23,75,.233,.283,.290,.573,61,.267,60,106,12,4,0,4,1,5/H,,hayeske01
436,Jose Iglesias,34,NYM,NL,3.0,81,273,253,38,86,16,1,4,25,5,2,11,36,.340,.385,.458,.843,140,.365,139,116,4,8,0,1,1,45/H6,,iglesjo01
437,Leo Jiménez,23,TOR,AL,0.9,63,210,179,18,41,11,0,4,19,0,0,12,59,.229,.329,.358,.686,97,.310,99,64,6,16,0,3,0,64/HD,,jimenle01
438,Martín Maldonado,37,CHW,AL,-1.3,48,147,135,9,16,3,0,4,11,0,0,8,51,.119,.174,.230,.403,15,.180,5,31,5,1,3,0,0,2,,maldoma01
439,Manuel Margot,29,MIN,AL,-0.8,127,336,308,37,73,17,1,4,31,5,0,21,53,.237,.290,.338,.627,76,.281,72,104,10,3,1,3,0,*7H98/D,,margoma01
440,Noelvi Marté,22,CIN,NL,-1.5,64,235,222,24,47,9,0,4,18,9,2,9,75,.212,.251,.306,.557,52,.250,43,68,0,3,0,1,0,5/DH4,,marteno01
441,Zach McKinstry*,29,DET,AL,0.8,116,321,293,32,64,14,5,4,23,16,0,24,69,.218,.280,.341,.622,76,.291,76,100,3,2,0,2,0,65H479/1D,,mckinza01
442,Elehuris Montero,25,COL,NL,-1.7,67,247,224,23,46,10,0,4,28,0,0,20,56,.205,.267,.304,.571,55,.264,54,68,7,0,0,3,0,3D/H,,monteel01
443,James Outman*,27,LAD,NL,-0.5,52,154,135,12,20,4,0,4,11,2,1,15,54,.148,.253,.267,.520,49,.239,49,36,0,4,0,0,0,8H/79,,outmaja01
444,Víctor Robles,27,2TM,2LG,3.0,89,286,245,43,75,18,0,4,27,33,2,21,53,.306,.382,.429,.811,140,.383,142,105,2,11,6,3,0,897/HD,,roblevi01
